id,generation_id,name,engine_type,engine_code,displacement_cc,horsepower,torque_nm,transmission,drive_type,market
hyundai_santafe_tm_2021_25_phev_awd,hyundai_santafe_tm,1.6 T-GDi PHEV AWD,hybrid,Smartstream G16T,1598.0,261,367.0,auto,AWD,UK
hyundai_santafe_mx5_2.2_crdi_awd_auto,hyundai_santafe_mx5,2.2 CRDi AWD Auto,diesel,D4HB,2199.0,200,441.0,auto,AWD,UK
hyundai_santafe_mx5_2.5_gdi_awd_auto,hyundai_santafe_mx5,2.5 GDi AWD Auto,gasoline,Smartstream G25,2497.0,194,247.0,auto,AWD,UK
hyundai_santafe_mx5_1.6_t_gdi_awd_hybrid_auto,hyundai_santafe_mx5,1.6 T-GDi AWD Hybrid Auto,hybrid,Smartstream G16,1598.0,230,367.0,auto,AWD,UK
hyundai_santafe_mx5_1.6_t_gdi_awd_plug_in_hybrid_auto,hyundai_santafe_mx5,1.6 T-GDi AWD Plug-in Hybrid Auto,hybrid,Smartstream G16,1598.0,265,367.0,auto,AWD,UK
hyundai_tucson_jm_20_crdi_2wd,hyundai_tucson_jm,2.0 CRDi 112 (2WD),diesel,D4EA,1991.0,112,250.0,manual,FWD,UK
hyundai_tucson_jm_20_crdi_4wd,hyundai_tucson_jm,2.0 CRDi 112 (4WD),diesel,D4EA,1991.0,112,250.0,manual,AWD,UK
hyundai_tucson_jm_20_crdi_136_2wd,hyundai_tucson_jm,2.0 CRDi 136 (2WD),diesel,D4EA-V,1991.0,136,304.0,manual,FWD,UK
hyundai_tucson_jm_20_crdi_136_4wd,hyundai_tucson_jm,2.0 CRDi 136 (4WD),diesel,D4EA-V,1991.0,136,304.0,manual,AWD,UK
hyundai_tucson_jm_27_v6_4wd,hyundai_tucson_jm,2.7 V6 (4WD),gasoline,G6BA,2697.0,173,265.0,auto,AWD,UK
hyundai_tucson_jm_20_i_2wd,hyundai_tucson_jm,2.0i (2WD),gasoline,G4GC,1975.0,141,186.0,manual,FWD,UK
hyundai_tucson_jm_20_i_4wd,hyundai_tucson_jm,2.0i (4WD),gasoline,G4GC,1975.0,141,186.0,manual,AWD,UK
hyundai_tucson_lm_16_gdi_2wd,hyundai_tucson_lm,1.6 GDi 2WD,gasoline,G4FD,1591.0,135,161.0,manual,FWD,UK
hyundai_tucson_lm_16_t_gdi_4wd,hyundai_tucson_lm,1.6 T-GDi 4WD,gasoline,G4FJ,1591.0,177,265.0,manual,AWD,UK
hyundai_tucson_lm_20_crdi_2wd,hyundai_tucson_lm,2.0 CRDi 2WD,diesel,D4EA,1995.0,136,319.0,manual,FWD,UK
hyundai_tucson_lm_20_crdi_awd,hyundai_tucson_lm,2.0 CRDi AWD,diesel,D4EA,1995.0,136,319.0,manual,AWD,UK
hyundai_tucson_lm_20_gdi_2wd,hyundai_tucson_lm,2.0 GDi 2WD,gasoline,G4KD,1998.0,166,205.0,auto,FWD,UK
hyundai_tucson_lm_20_gdi_awd,hyundai_tucson_lm,2.0 GDi AWD,gasoline,G4KD,1998.0,166,205.0,auto,AWD,UK
hyundai_tucson_lm_20_crdi_awd_auto,hyundai_tucson_lm,2.0 CRDi AWD Auto,diesel,D4EA,1995.0,136,319.0,auto,AWD,UK
hyundai_tucson_lm_17_crdi_blue_drive,hyundai_tucson_lm,1.7 CRDi Blue Drive,diesel,D4FD,1685.0,116,260.0,manual,FWD,UK
hyundai_tucson_lm_16_t_gdi_awd_auto,hyundai_tucson_lm,1.6 T-GDi AWD Auto,gasoline,G4FJ,1591.0,177,265.0,auto,AWD,UK
hyundai_tucson_tl_1.6_t_gdi_177,hyundai_tucson_tl,1.6 T-GDi 177,gasoline,G4FJ,1591.0,177,265.0,manual|auto,FWD|AWD,UK
hyundai_tucson_tl_1.6_t_gdi_177_48v_mhev,hyundai_tucson_tl,1.6 T-GDi 177 48V MHEV,mild_hybrid,G4FJ,1591.0,177,265.0,auto,AWD,UK
hyundai_tucson_tl_1.6_t_gdi_180_48v_mhev,hyundai_tucson_tl,1.6 T-GDi 180 48V MHEV,mild_hybrid,G4FJ,1591.0,180,265.0,auto,AWD,UK
hyundai_tucson_tl_1.6_t_gdi_177_hev,hyundai_tucson_tl,1.6 T-GDi 177 HEV,hybrid,G4FJ,1591.0,177,265.0,auto,AWD,UK
hyundai_tucson_tl_2.0_crdi_136,hyundai_tucson_tl,2.0 CRDi 136,diesel,D4FD,1995.0,136,373.0,manual|auto,FWD|AWD,UK
hyundai_tucson_tl_2.0_crdi_136_48v_mhev,hyundai_tucson_tl,2.0 CRDi 136 48V MHEV,mild_hybrid,D4FD,1995.0,136,400.0,auto,AWD,UK
hyundai_tucson_tl_2.0_crdi_185,hyundai_tucson_tl,2.0 CRDi 185,diesel,D4FD,1995.0,185,400.0,manual|auto,AWD,UK
hyundai_tucson_tl_1.6_gdi_132,hyundai_tucson_tl,1.6 GDi 132,gasoline,G4FD,1591.0,132,161.0,manual,FWD,UK
hyundai_tucson_tl_1.7_crdi_116,hyundai_tucson_tl,1.7 CRDi 116,diesel,D4FE,1685.0,116,280.0,manual|auto,FWD,UK
hyundai_tucson_tl_1.7_crdi_141,hyundai_tucson_tl,1.7 CRDi 141,diesel,D4FE,1685.0,141,340.0,manual|auto,FWD,UK
hyundai_tucson_nx4_1_6_t_gdi_mhev_150,hyundai_tucson_nx4,1.6 T-GDi MHEV 150,gasoline,G4LE,1598.0,150,265.0,manual,FWD,UK
hyundai_tucson_nx4_1_6_t_gdi_mhev_150_auto,hyundai_tucson_nx4,1.6 T-GDi MHEV 150 Auto,gasoline,G4LE,1598.0,150,265.0,auto,AWD,UK
hyundai_tucson_nx4_1_6_t_gdi_mhev_180,hyundai_tucson_nx4,1.6 T-GDi MHEV 180,gasoline,G4LE,1598.0,180,265.0,manual,FWD,UK
hyundai_tucson_nx4_1_6_t_gdi_mhev_180_auto,hyundai_tucson_nx4,1.6 T-GDi MHEV 180 Auto,gasoline,G4LE,1598.0,180,265.0,auto,AWD,UK
hyundai_tucson_nx4_1_6_t_gdi_hev_230,hyundai_tucson_nx4,1.6 T-GDi HEV 230,hybrid,G4LE,1598.0,230,350.0,auto,AWD,UK
hyundai_tucson_nx4_1_6_t_gdi_phev_265,hyundai_tucson_nx4,1.6 T-GDi PHEV 265,hybrid,G4LE,1598.0,265,350.0,auto,AWD,UK
hyundai_tucson_nx4_1_6_crdi_mhev_115,hyundai_tucson_nx4,1.6 CRDi MHEV 115,diesel,D4FE,1598.0,115,280.0,manual,FWD,UK
hyundai_tucson_nx4_1_6_crdi_mhev_136,hyundai_tucson_nx4,1.6 CRDi MHEV 136,diesel,D4FE,1598.0,136,320.0,auto,AWD,UK
hyundai_tucson_nx4_2_0_crdi_mhev_185,hyundai_tucson_nx4,2.0 CRDi MHEV 185,diesel,D4H,1998.0,185,416.0,auto,AWD,UK
hyundai_veloster_2018_1_4_t_gdi,hyundai_veloster_2018,1.4 T-GDi,gasoline,G4LD,1353.0,140,242.0,manual|automatic,FWD,UK
hyundai_veloster_2018_1_6_t_gdi,hyundai_veloster_2018,1.6 T-GDi,gasoline,G4FJ,1598.0,204,265.0,manual|automatic,FWD,UK
hyundai_veloster_2018_1_6_t_gdi_n,hyundai_veloster_2018,1.6 T-GDi N,gasoline,G4FJ,1598.0,275,392.0,manual,FWD,UK
hyundai_veloster_2018_1_6_crdi,hyundai_veloster_2018,1.6 CRDi,diesel,D4FE,1598.0,136,320.0,manual|automatic,FWD,UK
hyundai_sonata_ef_20_g4jp_uk,hyundai_sonata_ef,2.0,gasoline,G4JP,1998.0,136,187.0,manual|automatic,FWD,UK
hyundai_sonata_ef_25_g6ba_uk,hyundai_sonata_ef,2.5 V6,gasoline,G6BA,2493.0,170,225.0,automatic,FWD,UK
hyundai_sonata_ef_20_d4ea_uk,hyundai_sonata_ef,2.0 CRDi,diesel,D4EA,1991.0,112,255.0,manual,FWD,UK
hyundai_sonata_nf_2005_2.0_crdi_vgt,hyundai_sonata_nf,2.0 CRDi VGT,diesel,D4EA,1991.0,140,304.0,manual,FWD,UK
hyundai_sonata_nf_2005_2.4_cvvt,hyundai_sonata_nf,2.4 CVVT,gasoline,G4KE,2359.0,161,218.0,auto,FWD,UK
hyundai_sonata_nf_2005_2.0_cvvt,hyundai_sonata_nf,2.0 CVVT,gasoline,G4GC,1998.0,137,186.0,manual,FWD,UK
hyundai_sonata_nf_2005_3.3_v6_mpi,hyundai_sonata_nf,3.3 V6 MPI,gasoline,G6BA,3341.0,235,304.0,auto,FWD,UK
hyundai_sonata_yf_2010_20_gdi,hyundai_sonata_yf,2.0 GDi,gasoline,G4KD,1998.0,163,200.0,manual|auto,FWD,UK
hyundai_sonata_yf_2010_22_crdi,hyundai_sonata_yf,2.0 CRDi,diesel,D4EA,1991.0,136,343.0,manual|auto,FWD,UK
hyundai_sonata_yf_2010_24_gdi,hyundai_sonata_yf,2.4 GDi,gasoline,G4DC,2359.0,178,231.0,auto,FWD,UK
hyundai_sonata_lf_2015_20_gdi,hyundai_sonata_lf_2015,2.0 GDi,gasoline,G4LD,1999.0,163,201.0,manual,FWD,UK
hyundai_sonata_lf_2015_20_gdi_auto,hyundai_sonata_lf_2015,2.0 GDi Auto,gasoline,G4LD,1999.0,163,201.0,auto,FWD,UK
hyundai_sonata_lf_2015_20_crdi,hyundai_sonata_lf_2015,1.7 CRDi,diesel,D4FB,1685.0,116,280.0,manual,FWD,UK
hyundai_sonata_lf_2015_17_crdi_auto,hyundai_sonata_lf_2015,1.7 CRDi Auto,diesel,D4FB,1685.0,116,280.0,auto,FWD,UK
hyundai_sonata_lf_2015_20_crdi_auto,hyundai_sonata_lf_2015,2.0 CRDi Auto,diesel,D4HA,1995.0,150,343.0,auto,FWD,UK
hyundai_sonata_lf_2015_24_gdi,hyundai_sonata_lf_2015,2.4 GDi,gasoline,G4KJ,2359.0,188,241.0,auto,FWD,UK
hyundai_sonata_2019_20_gdi,hyundai_sonata_dn8,2.0 GDi,gasoline,Smartstream G20D,1999.0,150,192.0,CVT,FWD,UK
hyundai_sonata_2019_16_t_gdi,hyundai_sonata_dn8,1.6 T-GDi,gasoline,Smartstream G16T,1598.0,180,265.0,8DCT,FWD,UK
hyundai_sonata_2019_25_gdi,hyundai_sonata_dn8,2.5 GDi,gasoline,Smartstream G25D,2497.0,194,249.0,8AT,FWD,UK
hyundai_sonata_2019_25_t_gdi_8speed_dct,hyundai_sonata_dn8,2.5 T-GDi (N Line),gasoline,Smartstream G25T,2497.0,294,422.0,8DCT,FWD,UK
hyundai_sonata_2019_20_hev,hyundai_sonata_dn8,2.0 Hybrid,hybrid,Smartstream G20H,1999.0,194,367.0,6AT,FWD,UK
hyundai_sonata_dn9_2023_20_gdi,hyundai_sonata_dn9_2023,2.0L GDi,gasoline,Smartstream G20,1999.0,149,192.0,CVT,FWD,UK
hyundai_sonata_dn9_2023_25_gdi,hyundai_sonata_dn9_2023,2.5L GDi,gasoline,Smartstream G25,2497.0,194,249.0,Automatic,FWD,UK
hyundai_sonata_dn9_2023_25_t_gdi,hyundai_sonata_dn9_2023,2.5L T-GDi (N Line),gasoline,Smartstream G25T,2497.0,294,422.0,Automatic,FWD,UK
hyundai_sonata_dn9_2023_20_hev,hyundai_sonata_dn9_2023,2.0L Hybrid,hybrid,Smartstream G20 HEV,1999.0,194,367.0,Automatic,FWD,UK
hyundai_elantra_xd_1.6_petrol,hyundai_elantra_xd,1.6 Petrol,gasoline,G4ED,1599.0,107,145.0,manual,FWD,UK
hyundai_elantra_xd_1.8_petrol,hyundai_elantra_xd,1.8 Petrol,gasoline,G4GC,1795.0,135,169.0,manual,FWD,UK
hyundai_elantra_xd_2.0_petrol,hyundai_elantra_xd,2.0 Petrol,gasoline,G4GC,1975.0,140,183.0,manual,FWD,UK
hyundai_elantra_xd_2.0_crdi,hyundai_elantra_xd,2.0 CRDi,diesel,D4EA,1991.0,112,255.0,manual,FWD,UK
hyundai_elantra_hd_1.6_cvvt,hyundai_elantra_hd,1.6 CVVT,gasoline,G4ED,1599.0,121,154.0,manual,FWD,UK
hyundai_elantra_hd_2.0_cvvt,hyundai_elantra_hd,2.0 CVVT,gasoline,G4GC,1975.0,141,186.0,manual,FWD,UK
hyundai_elantra_hd_2.0_crdi,hyundai_elantra_hd,2.0 CRDi,diesel,D4EA,1991.0,112,255.0,manual,FWD,UK
hyundai_elantra_md_1_6_gdi,hyundai_elantra_md,1.6 GDI,gasoline,G4FD,1591.0,130,161.0,manual|auto,FWD,UK
hyundai_elantra_md_1_8_mpi,hyundai_elantra_md,1.8 MPI,gasoline,G4NB,1798.0,148,178.0,manual|auto,FWD,UK
hyundai_elantra_md_1_6_crdi,hyundai_elantra_md,1.6 CRDi,diesel,U2,1582.0,110,260.0,manual|auto,FWD,UK
hyundai_elantra_ad_1.4_t_gdi,hyundai_elantra_ad,1.4 T-GDi,gasoline,G4LC,1353.0,128,211.0,manual|auto,FWD,UK
hyundai_elantra_ad_1.6_gdi,hyundai_elantra_ad,1.6 GDi,gasoline,G4FD,1580.0,130,161.0,manual|auto,FWD,UK
hyundai_elantra_ad_1.6_crdi,hyundai_elantra_ad,1.6 CRDi,diesel,U3LA,1598.0,115,280.0,manual|auto,FWD,UK
hyundai_elantra_ad_2.0_mpi,hyundai_elantra_ad,2.0 MPI,gasoline,G4NA,1999.0,147,179.0,manual|auto,FWD,UK
hyundai_elantra_cn7_1.6_gdi_mcv,hyundai_elantra_cn7,1.6 GDi,gasoline,Smartstream G1.6 T-GDi,1598.0,123,157.0,manual,FWD,UK
hyundai_elantra_cn7_1.6_gdi_ivt,hyundai_elantra_cn7,1.6 GDi,gasoline,Smartstream G1.6 T-GDi,1598.0,123,157.0,auto,FWD,UK
hyundai_elantra_cn7_1.6_t_gdi_mcv,hyundai_elantra_cn7,1.6 T-GDi (N Line),gasoline,Smartstream G1.6 T-GDi,1598.0,204,265.0,manual,FWD,UK
hyundai_elantra_cn7_1.6_t_gdi_dct,hyundai_elantra_cn7,1.6 T-GDi (N Line),gasoline,Smartstream G1.6 T-GDi,1598.0,204,265.0,auto,FWD,UK
hyundai_elantra_cn7_1.6_gdi_hev,hyundai_elantra_cn7,1.6 GDi Hybrid,hybrid,Smartstream G1.6 GDi HEV,1580.0,141,265.0,auto,FWD,UK
hyundai_matrix_2001_2008_1.6_gls,hyundai_matrix_2001_2008,1.6 GLS,gasoline,G4ED,1599.0,103,145.0,manual,FWD,UK
hyundai_matrix_2001_2008_1.8_gsi,hyundai_matrix_2001_2008,1.8 GSi,gasoline,G4GC,1795.0,122,162.0,manual,FWD,UK
hyundai_matrix_2001_2008_1.5_crdi_gls,hyundai_matrix_2001_2008,1.5 CRDi GLS,diesel,D3EA,1493.0,82,191.0,manual,FWD,UK
hyundai_matrix_2001_2008_1.5_crdi_gsi,hyundai_matrix_2001_2008,1.5 CRDi GSi,diesel,D3EA,1493.0,102,235.0,manual,FWD,UK
hyundai_matrix_2008_2010_1.6_classic,hyundai_matrix_2008_2010,1.6 Classic,gasoline,G4ED,1599.0,103,145.0,manual,FWD,UK
hyundai_matrix_2008_2010_1.6_gsi,hyundai_matrix_2008_2010,1.6 GSi,gasoline,G4ED,1599.0,103,145.0,manual,FWD,UK
hyundai_matrix_2008_2010_1.5_crdi_classic,hyundai_matrix_2008_2010,1.5 CRDi Classic,diesel,D3EA,1493.0,108,235.0,manual,FWD,UK
hyundai_terracan_j2_25_td_variant,hyundai_terracan_j2,2.5 TD,diesel,D27A,2476.0,100,240.0,manual,AWD,UK
hyundai_terracan_j2_29_crdi_variant,hyundai_terracan_j2,2.9 CRDi,diesel,J3,2902.0,150,333.0,manual|auto,AWD,UK
hyundai_terracan_j2_35_v6_variant,hyundai_terracan_j2,3.5 V6,gasoline,E6BA,3497.0,199,308.0,auto,AWD,UK
hyundai_ix35_lm_g4kd_20_mpi,hyundai_ix35_lm,2.0 MPI,gasoline,G4KD,1998.0,163,205.0,manual|auto,FWD|AWD,UK
hyundai_ix35_lm_g4kd_20_mpi_awd,hyundai_ix35_lm,2.0 MPI AWD,gasoline,G4KD,1998.0,163,205.0,manual|auto,AWD,UK
hyundai_ix35_lm_g4kd_20_mpi_fwd,hyundai_ix35_lm,2.0 MPI FWD,gasoline,G4KD,1998.0,163,205.0,manual|auto,FWD,UK
hyundai_ix35_lm_g4kd_20_gdi,hyundai_ix35_lm,2.0 GDI,gasoline,G4KD,1998.0,166,205.0,manual|auto,FWD|AWD,UK
hyundai_ix35_lm_g4kd_20_gdi_awd,hyundai_ix35_lm,2.0 GDI AWD,gasoline,G4KD,1998.0,166,205.0,manual|auto,AWD,UK
hyundai_ix35_lm_g4kd_20_gdi_fwd,hyundai_ix35_lm,2.0 GDI FWD,gasoline,G4KD,1998.0,166,205.0,manual|auto,FWD,UK
hyundai_ix35_lm_g4la_16_gdi,hyundai_ix35_lm,1.6 GDI,gasoline,G4LA,1591.0,135,161.0,manual,FWD,UK
hyundai_ix35_lm_d4ha_20_crdi,hyundai_ix35_lm,2.0 CRDi,diesel,D4HA,1995.0,136,319.0,manual|auto,FWD|AWD,UK
hyundai_ix35_lm_d4ha_20_crdi_awd,hyundai_ix35_lm,2.0 CRDi AWD,diesel,D4HA,1995.0,136,319.0,manual|auto,AWD,UK
hyundai_ix35_lm_d4ha_20_crdi_fwd,hyundai_ix35_lm,2.0 CRDi FWD,diesel,D4HA,1995.0,136,319.0,manual|auto,FWD,UK
hyundai_ix35_lm_d4ha_20_crdi_184,hyundai_ix35_lm,2.0 CRDi 184,diesel,D4HA,1995.0,184,392.0,manual|auto,AWD,UK
hyundai_ix35_lm_d4fa_17_crdi,hyundai_ix35_lm,1.7 CRDi,diesel,D4FA,1685.0,116,260.0,manual,FWD,UK
hyundai_ix35_lm_d4fa_17_crdi_blue,hyundai_ix35_lm,1.7 CRDi Blue Drive,diesel,D4FA,1685.0,116,260.0,manual,FWD,UK
hyundai_ix20_rb_1.2_mpi_84,hyundai_ix20_rb,1.2 MPi 84,gasoline,G4LA,1248.0,84,119.0,manual,FWD,UK
hyundai_ix20_rb_1.4_crdi_90,hyundai_ix20_rb,1.4 CRDi 90,diesel,D4FC,1396.0,90,204.0,manual,FWD,UK
hyundai_ix20_rb_1.4_crdi_77,hyundai_ix20_rb,1.4 CRDi 77,diesel,D4FC,1396.0,77,180.0,manual,FWD,UK
hyundai_ix20_rb_1.6_gdi_120,hyundai_ix20_rb,1.6 GDi 120,gasoline,G4FD,1591.0,120,157.0,manual,FWD,UK
hyundai_ix20_rb_1.6_gdi_120_auto,hyundai_ix20_rb,1.6 GDi 120 Auto,gasoline,G4FD,1591.0,120,157.0,auto,FWD,UK
hyundai_ix20_rb_1.6_crdi_110,hyundai_ix20_rb,1.6 CRDi 110,diesel,D4FB,1582.0,110,260.0,manual,FWD,UK
hyundai_ix20_rb_1.6_crdi_110_auto,hyundai_ix20_rb,1.6 CRDi 110 Auto,diesel,D4FB,1582.0,110,260.0,auto,FWD,UK
hyundai_ix20_rb_1.6_crdi_128,hyundai_ix20_rb,1.6 CRDi 128,diesel,D4FB,1582.0,128,290.0,manual,FWD,UK
hyundai_ix20_rb_1.0_t-gdi_100,hyundai_ix20_rb,1.0 T-GDi 100,gasoline,G3LC,998.0,100,172.0,manual,FWD,UK
hyundai_ix20_rb_1.0_t-gdi_120,hyundai_ix20_rb,1.0 T-GDi 120,gasoline,G3LC,998.0,120,172.0,manual,FWD,UK
hyundai_ix20_rb_1.4_t-gdi_100,hyundai_ix20_rb,1.4 T-GDi 100,gasoline,Kappa II,1353.0,100,204.0,manual,FWD,UK
hyundai_ix20_rb_1.4_t-gdi_100_7dct,hyundai_ix20_rb,1.4 T-GDi 100 7DCT,gasoline,Kappa II,1353.0,100,204.0,auto,FWD,UK
hyundai_ix20_rb_1.4_crdi_90_7dct,hyundai_ix20_rb,1.4 CRDi 90 7DCT,diesel,D4FC,1396.0,90,204.0,auto,FWD,UK
hyundai_ix20_jk_1.2_classic,hyundai_ix20_jk,1.2 Classic,gasoline,G4LA,1248.0,84,119.0,manual,FWD,UK
hyundai_ix20_jk_1.2_active,hyundai_ix20_jk,1.2 Active,gasoline,G4LA,1248.0,84,119.0,manual,FWD,UK
hyundai_ix20_jk_1.2_se,hyundai_ix20_jk,1.2 SE,gasoline,G4LA,1248.0,84,119.0,manual,FWD,UK
hyundai_ix20_jk_1.2_premium,hyundai_ix20_jk,1.2 Premium,gasoline,G4LA,1248.0,84,119.0,manual,FWD,UK
hyundai_ix20_jk_1.4_classic,hyundai_ix20_jk,1.4 Classic,gasoline,G4FA,1396.0,99,137.0,manual,FWD,UK
hyundai_ix20_jk_1.4_active,hyundai_ix20_jk,1.4 Active,gasoline,G4FA,1396.0,99,137.0,manual,FWD,UK
hyundai_ix20_jk_1.4_se,hyundai_ix20_jk,1.4 SE,gasoline,G4FA,1396.0,99,137.0,manual,FWD,UK
hyundai_ix20_jk_1.4_premium,hyundai_ix20_jk,1.4 Premium,gasoline,G4FA,1396.0,99,137.0,manual,FWD,UK
hyundai_ix20_jk_1.4_automatic,hyundai_ix20_jk,1.4 Automatic,gasoline,G4FA,1396.0,99,137.0,auto,FWD,UK
hyundai_ix20_jk_1.6_se,hyundai_ix20_jk,1.6 SE,gasoline,G4FC,1591.0,126,155.0,manual,FWD,UK
hyundai_ix20_jk_1.6_premium,hyundai_ix20_jk,1.6 Premium,gasoline,G4FC,1591.0,126,155.0,manual,FWD,UK
hyundai_ix20_jk_1.6_automatic,hyundai_ix20_jk,1.6 Automatic,gasoline,G4FC,1591.0,126,155.0,auto,FWD,UK
hyundai_ix20_jk_1.4_crdi_classic,hyundai_ix20_jk,1.4 CRDi Classic,diesel,U-II D4FC,1396.0,89,217.0,manual,FWD,UK
hyundai_ix20_jk_1.4_crdi_active,hyundai_ix20_jk,1.4 CRDi Active,diesel,U-II D4FC,1396.0,89,217.0,manual,FWD,UK
hyundai_ix20_jk_1.4_crdi_se,hyundai_ix20_jk,1.4 CRDi SE,diesel,U-II D4FC,1396.0,89,217.0,manual,FWD,UK
hyundai_ix20_jk_1.4_crdi_premium,hyundai_ix20_jk,1.4 CRDi Premium,diesel,U-II D4FC,1396.0,89,217.0,manual,FWD,UK
hyundai_ix20_jk_1.6_crdi_se,hyundai_ix20_jk,1.6 CRDi SE,diesel,U-II D4FB,1582.0,114,260.0,manual,FWD,UK
hyundai_ix20_jk_1.6_crdi_premium,hyundai_ix20_jk,1.6 CRDi Premium,diesel,U-II D4FB,1582.0,114,260.0,manual,FWD,UK
hyundai_ix20_jk_1.6_crdi_automatic,hyundai_ix20_jk,1.6 CRDi Automatic,diesel,U-II D4FB,1582.0,114,260.0,auto,FWD,UK
hyundai_h1_tq_2019_25_crdi_4wd_auto,hyundai_h1_tq,2.5 CRDi 4WD Auto,diesel,D4CB,2497.0,175,434.0,auto,AWD,UK
hyundai_h1_tq_2019_25_crdi_rwd_auto,hyundai_h1_tq,2.5 CRDi RWD Auto,diesel,D4CB,2497.0,175,434.0,auto,RWD,UK
hyundai_h1_tq_2019_25_crdi_rwd_manual,hyundai_h1_tq,2.5 CRDi RWD Manual,diesel,D4CB,2497.0,136,353.0,manual,RWD,UK
hyundai_h1_tq_facelift_2018_25_crdi_4wd,hyundai_h1_tq_2007,2.5 CRDi 4WD,diesel,D4CB,2497.0,136,353.0,manual,AWD,UK
hyundai_h1_tq_facelift_2018_25_crdi_rwd_136,hyundai_h1_tq_2007,2.5 CRDi RWD 136,diesel,D4CB,2497.0,136,353.0,manual,RWD,UK
hyundai_h1_tq_facelift_2018_25_crdi_rwd_170,hyundai_h1_tq_2007,2.5 CRDi RWD 170,diesel,D4CB,2497.0,170,441.0,manual,RWD,UK
hyundai_h1_tq_facelift_2018_25_crdi_auto_170,hyundai_h1_tq_2007,2.5 CRDi Auto 170,diesel,D4CB,2497.0,170,441.0,auto,RWD,UK
hyundai_h1_tq_2018_2.5_crdi_136,hyundai_h1_tq_2018,2.5 CRDi 136,diesel,D4CB,2497.0,136,353.0,manual,RWD,UK
hyundai_h1_tq_2018_2.5_crdi_170,hyundai_h1_tq_2018,2.5 CRDi 170,diesel,D4CB,2497.0,170,441.0,auto,RWD,UK
hyundai_h1_tq_2018_2.5_crdi_170_awd,hyundai_h1_tq_2018,2.5 CRDi 170 AWD,diesel,D4CB,2497.0,170,441.0,auto,AWD,UK
kia_rio_dc_1.1_crdi,kia_rio_dc,1.1 CRDi,diesel,D3FA,1120.0,74,170.0,manual,FWD,UK
kia_rio_dc_1.2,kia_rio_dc,1.2,gasoline,G4LA,1248.0,84,121.0,manual,FWD,UK
kia_rio_dc_1.25_crdi,kia_rio_dc,1.25 CRDi,diesel,D4FC,1120.0,74,170.0,manual,FWD,UK
kia_rio_dc_1.4,kia_rio_dc,1.4,gasoline,G4FA,1396.0,107,137.0,manual,FWD,UK
kia_rio_dc_1.4_crdi,kia_rio_dc,1.4 CRDi,diesel,D4FC,1396.0,89,200.0,manual,FWD,UK
kia_rio_dc_1.4_crdi_110,kia_rio_dc,1.4 CRDi,diesel,D4FC,1396.0,110,235.0,manual,FWD,UK
kia_rio_dc_1.6_gdi,kia_rio_dc,1.6 GDI,gasoline,G4FD,1580.0,119,151.0,manual,FWD,UK
kia_rio_jb_1.4_crdi,kia_rio_jb,1.4 CRDi,diesel,D4FC,1396.0,90,220.0,manual,FWD,UK
kia_rio_jb_1.5_crdi,kia_rio_jb,1.5 CRDi,diesel,D4FA,1493.0,110,235.0,manual,FWD,UK
kia_rio_jb_1.4_cvvt,kia_rio_jb,1.4 CVVT,gasoline,G4EE,1396.0,97,125.0,manual,FWD,UK
kia_rio_jb_1.6_cvvt,kia_rio_jb,1.6 CVVT,gasoline,G4ED,1599.0,110,145.0,manual,FWD,UK
kia_rio_ub_1.1_crdi_eco_dynamics,kia_rio_ub,1.1 CRDi EcoDynamics,diesel,D3FA,1120.0,74,170.0,manual,FWD,UK
kia_rio_ub_1.2,kia_rio_ub,1.2,gasoline,G4LA,1248.0,84,121.0,manual,FWD,UK
kia_rio_ub_1.25,kia_rio_ub,1.25,gasoline,G4FC,1248.0,84,121.0,manual,FWD,UK
kia_rio_ub_1.4,kia_rio_ub,1.4,gasoline,G4FA,1396.0,107,137.0,manual,FWD,UK
kia_rio_ub_1.4_crdi,kia_rio_ub,1.4 CRDi,diesel,U2,1396.0,89,220.0,manual,FWD,UK
kia_rio_ub_1.4_crdi_16v,kia_rio_ub,1.4 CRDi 16V,diesel,U2,1396.0,89,220.0,manual,FWD,UK
kia_rio_ub_1.4_crdi_eco_dynamics,kia_rio_ub,1.4 CRDi EcoDynamics,diesel,U2,1396.0,89,220.0,manual,FWD,UK
kia_rio_ub_1.2_t_gdi,kia_rio_ub,1.2 T-GDi,gasoline,G3LA,1198.0,118,172.0,manual,FWD,UK
kia_rio_ub_1.0_t_gdi,kia_rio_ub,1.0 T-GDi,gasoline,G3LC,998.0,118,172.0,manual,FWD,UK
kia_rio_ub_1.0_t_gdi_7dct,kia_rio_ub,1.0 T-GDi 7DCT,gasoline,G3LC,998.0,118,172.0,auto,FWD,UK
kia_rio_yb_1.0_t_gdi_isg,kia_rio_yb,1.0 T-GDi ISG,gasoline,G3LC,998.0,100,172.0,manual,FWD,UK
kia_rio_yb_1.0_t_gdi_isg_120,kia_rio_yb,1.0 T-GDi ISG (120 PS),gasoline,G3LC,998.0,120,200.0,manual,FWD,UK
kia_rio_yb_1.2_mpi,kia_rio_yb,1.2 MPI,gasoline,Kappa II,1248.0,84,122.0,manual,FWD,UK
kia_rio_yb_1.4_crdi_isg,kia_rio_yb,1.4 CRDi ISG,diesel,U2,1396.0,90,235.0,manual,FWD,UK
