id,model_id,name,start_year,end_year,facelift_year,platform,chassis_code
kia_stonic_yb_facelift,kia_stonic,YB (Facelift),2020,2025.0,2020.0,Hyundai-Kia PB,
kia_ceed_cd_2018,kia_ceed,CD,2018,2024.0,2021.0,Hyundai-Kia K2 platform,
kia_xceed_cd_2019,kia_xceed,CD,2019,2024.0,2022.0,Hyundai-Kia K2 platform,
kia_xceed_fe_2024,kia_xceed,FE,2024,2025.0,,Hyundai-Kia K3 platform (expected),
kia_ev6_2022_present,kia_ev6,Kia EV6,2022,2025.0,,E-GMP,
kia_e-niro_2018,kia_e-niro,First Generation,2018,2022.0,2021.0,Hyundai-Kia Eco-Car Platform,
kia_e-niro_2022,kia_e-niro,Second Generation,2022,2025.0,,Hyundai-Kia LC Platform,
kia_e-soul_2014_2021,kia_e-soul,First Generation (SK3),2014,2021.0,2017.0,Kia Soul (PS),
kia_e-soul_2020_present,kia_e-soul,Second Generation (SK3),2020,2025.0,2023.0,Kia Soul (SK3),
kia_ev9_2024_present,kia_ev9,Kia EV9,2023,2025.0,,E-GMP,
vauxhall_agila_a,vauxhall_agila,Agila A,2000,2007.0,2004.0,GM4300,
vauxhall_agila_b,vauxhall_agila,Agila B,2008,2014.0,,GM Small Platform,
astra_h,vauxhall_astra,Astra H,2004,2010.0,2007.0,Delta,
astra_j,vauxhall_astra,Astra J,2009,2015.0,2012.0,Delta II,
astra_k,vauxhall_astra,Astra K,2015,2021.0,2019.0,D2XX,
astra_l,vauxhall_astra,Astra L,2021,2025.0,,EMP2 V3,
astra_g_facelift,vauxhall_astra,Astra G (Facelift),2000,2004.0,,T98,
vauxhall_astra_sports_tourer_h,vauxhall_astra_sports_tourer,Astra H Sports Tourer,2004,2010.0,2007.0,GM Delta,
vauxhall_astra_sports_tourer_j,vauxhall_astra_sports_tourer,Astra J Sports Tourer,2009,2015.0,2012.0,GM Delta II,
vauxhall_astra_sports_tourer_k,vauxhall_astra_sports_tourer,Astra K Sports Tourer,2015,2021.0,2019.0,GM T platform,
vauxhall_astra_sports_tourer_l,vauxhall_astra_sports_tourer,Astra L Sports Tourer,2021,2025.0,,PSA EMP2,
vauxhall_corsa_c,vauxhall_corsa,Corsa C,2000,2006.0,2003.0,GM Gamma,
vauxhall_corsa_d,vauxhall_corsa,Corsa D,2006,2014.0,2010.0,GM Gamma II,
vauxhall_corsa_e,vauxhall_corsa,Corsa E,2014,2019.0,,GM Gamma II,
vauxhall_corsa_f,vauxhall_corsa,Corsa F,2019,2025.0,2023.0,PSA EMP1 / CMP,
vauxhall_insignia_a,vauxhall_insignia,Insignia A,2008,2017.0,2013.0,GM Epsilon II,
vauxhall_insignia_b,vauxhall_insignia,Insignia B,2017,2022.0,,GM E2XX,
vauxhall_insignia_c,vauxhall_insignia,Insignia C,2024,2025.0,,STLA Large,
vauxhall_meriva_a,vauxhall_meriva,Meriva A,2003,2010.0,2006.0,GM Gamma,
vauxhall_meriva_b,vauxhall_meriva,Meriva B,2010,2017.0,2014.0,GM T platform,
vauxhall_mokka_a,vauxhall_mokka,Mokka A,2012,2019.0,2016.0,GM Gamma II,
vauxhall_mokka_b,vauxhall_mokka,Mokka B,2020,2025.0,,PSA EMP1,
vauxhall_signum_2003,vauxhall_signum,Signum,2003,2008.0,2005.0,GM Epsilon,
vauxhall_tigra_a,vauxhall_tigra,Tigra A,1994,2001.0,1999.0,Opel Tigra (S93),
vauxhall_tigra_b,vauxhall_tigra,Tigra B (TwinTop),2004,2009.0,,Opel Tigra (X01),
vauxhall_vectra_b,vauxhall_vectra,Vectra B,1995,2002.0,1998.0,GM2900,
vauxhall_vectra_c,vauxhall_vectra,Vectra C,2002,2008.0,2005.0,GM Epsilon,
vauxhall_vivaro_life_a,vauxhall_vivaro_life,Vivaro Life (A),2001,2014.0,2006.0,X83,
vauxhall_vivaro_life_b,vauxhall_vivaro_life,Vivaro Life (B),2014,2019.0,,Trafic III / Vivaro A2/X82,
vauxhall_vivaro_life_c,vauxhall_vivaro_life,Vivaro Life (C),2019,2025.0,,EMP2 / K0,
vauxhall_zafira_a,vauxhall_zafira,Zafira A,1999,2005.0,2003.0,GM T Platform,
vauxhall_zafira_b,vauxhall_zafira,Zafira B,2005,2014.0,2008.0,GM Delta Platform,
vauxhall_zafira_c,vauxhall_zafira,Zafira Tourer (C),2011,2017.0,2016.0,GM Delta II Platform,
vauxhall_zafira_d,vauxhall_zafira,Zafira Life,2019,2025.0,,EMP2 Platform,
vauxhall_zafira_e,vauxhall_zafira,Zafira Electric,2021,2025.0,,EMP2 Platform,
vauxhall_adam_2012,vauxhall_adam,Adam,2012,2019.0,2016.0,GM Small Platform (SCCS),
vauxhall_cascada_2013,vauxhall_cascada,Cascada,2013,2019.0,,GM C-body (Epsilon II),
vauxhall_crossland_x_2017,vauxhall_crossland,Crossland X,2017,2020.0,,PSA EMP1,
vauxhall_crossland_facelift_2020,vauxhall_crossland,Crossland,2020,2024.0,2020.0,PSA EMP1,
vauxhall_crossland_2024,vauxhall_crossland,Crossland,2024,2025.0,,Stellantis Common Modular Platform (CMP),
vauxhall_grandland_x_2017,vauxhall_grandland,Grandland X,2017,2021.0,,PSA EMP2,
vauxhall_grandland_facelift_2021,vauxhall_grandland,Grandland (Facelift),2021,2024.0,2021.0,PSA EMP2,
vauxhall_grandland_2024,vauxhall_grandland,Grandland (Next Gen),2024,2025.0,,STLA Medium,
vauxhall_combo_c_life,vauxhall_combo_c,Combo C Life,2001,2011.0,2006.0,GM Gamma,
vauxhall_combo_d_life,vauxhall_combo_d,Combo D Life,2012,2018.0,,Fiat 2000/2500 (based on Fiat Doblò),
vauxhall_combo_e_life,vauxhall_combo_e,Combo E Life,2018,2025.0,,PSA EMP2 (shared with Citroën Berlingo/Peugeot Rifter),
vauxhall_astra_electric_h,vauxhall_astra_electric,Astra Electric (Based on Astra H),2011,2013.0,,GM Delta,
vauxhall_astra_electric_j,vauxhall_astra_electric,Astra Electric (Based on Astra J),2013,2016.0,,GM Delta II,
vauxhall_astra_electric_k,vauxhall_astra_electric,Astra Electric (Based on Astra K),2019,2021.0,,GM Delta II,
vauxhall_astra_electric_l,vauxhall_astra_electric,Astra Electric (Based on Astra L),2022,2025.0,,PSA EMP2,
vauxhall_corsa_electric_c06,vauxhall_corsa_electric,Corsa-e (F/P1),2019,2023.0,,CMP/eCMP,
vauxhall_corsa_electric_c07,vauxhall_corsa_electric,Corsa Electric (F/P1 Facelift),2023,2025.0,2023.0,CMP/eCMP,
vauxhall_corsa_electric_e22,vauxhall_corsa_electric,Corsa Electric (e22),2024,2025.0,,STLA Small,
vauxhall_mokka_electric_b,vauxhall_mokka_electric,Mokka Electric (B),2021,2025.0,,CMP/eCMP,
vauxhall_mokka_e_a,vauxhall_mokka_e,Mokka E (A),2020,2021.0,,Gamma II,
vauxhall_grandland_electric_a,vauxhall_grandland_electric,Grandland X Electric (Pre-facelift),2019,2020.0,,EMP2,
vauxhall_grandland_electric_b,vauxhall_grandland_electric,Grandland Electric (Facelift),2021,2023.0,2021.0,EMP2,
vauxhall_grandland_electric_c,vauxhall_grandland_electric,Grandland Electric (New Generation),2024,2025.0,,STLA Medium,
vauxhall_vivaro_electric_a,vauxhall_vivaro_electric,Vivaro-e (Based on X83/X95/K0/A2000),2020,2024.0,,EMP2,
vauxhall_vivaro_electric_b,vauxhall_vivaro_electric,Vivaro Electric (Based on K0/A2000),2024,2025.0,,STLA Medium,
nissan_almera_n15,nissan_almera,N15,1995,2000.0,1998.0,Nissan FF platform,
nissan_almera_n16,nissan_almera,N16,2000,2006.0,2003.0,Nissan FF-S platform,
nissan_almera_g11,nissan_almera,G11 (Sunny/Versa/Latio),2012,2018.0,2016.0,Nissan B platform,
nissan_almera_n18,nissan_almera,N18,2020,2025.0,,Nissan V platform,
nissan_micra_k11,nissan_micra,K11,1992,2002.0,1995.0,Nissan FF-S platform,
nissan_micra_k12,nissan_micra,K12,2002,2010.0,2007.0,Nissan B platform,
nissan_micra_k13,nissan_micra,K13,2010,2019.0,2013.0,Nissan V platform,
nissan_micra_k14,nissan_micra,K14,2016,2022.0,2021.0,Nissan V platform,
nissan_micra_c23,nissan_micra,C23 (Next Generation),2024,2025.0,,CMF-B platform,
nissan_sunny_b15,nissan_sunny,B15,1998,2004.0,2002.0,Nissan FF-S platform,
nissan_sunny_n16,nissan_sunny,N16 (Almera/Sentra),2000,2006.0,2003.0,Nissan FF-S platform,
nissan_sunny_g10,nissan_sunny,G10 (Sunny Classic),1990,2006.0,,Nissan B13 platform,
nissan_sunny_n17,nissan_sunny,N17 (Versa/Almera),2011,2019.0,2014.0,Nissan V platform,
nissan_sunny_g11,nissan_sunny,G11 (Sylphy/Sentra),2005,2012.0,2009.0,Nissan C platform,
nissan_sunny_b17,nissan_sunny,B17 (Sylphy/Sentra),2012,2019.0,2016.0,Nissan B platform,
nissan_sunny_b18,nissan_sunny,B18 (Sylphy/Sentra),2019,2025.0,,Nissan B platform,
nissan_primera_p11,nissan_primera,P11,1995,2002.0,1999.0,Nissan FF,
nissan_primera_p12,nissan_primera,P12,2001,2007.0,2004.0,Nissan FF-L,
nissan_maxima_a33,nissan_maxima,A33,2000,2003.0,2002.0,Nissan FF-L platform,
nissan_maxima_a34,nissan_maxima,A34,2004,2008.0,2006.0,Nissan D platform,
nissan_maxima_a35,nissan_maxima,A35,2009,2014.0,2012.0,Nissan D platform,
nissan_maxima_a36,nissan_maxima,A36,2016,2023.0,2019.0,Nissan D platform,
nissan_350z_z33,nissan_350z,Z33,2002,2009.0,2006.0,Nissan FM platform,
nissan_370z_z34,nissan_370z,370Z (Z34),2009,2020.0,2013.0,Nissan FM (Front Mid-ship),
nissan_370z_rz34,nissan_370z,Z (RZ34),2023,2025.0,,Nissan FM (Front Mid-ship),
nissan_gt-r_r35_2007,nissan_gt-r,R35,2007,2025.0,2011.0,Nissan Premium Midship (PM),
nissan_juke_f15,nissan_juke,Juke (First Generation),2010,2019.0,2014.0,Nissan B Platform (V360),
nissan_juke_f16,nissan_juke,Juke (Second Generation),2019,2025.0,,CMF-B,
nissan_qashqai_j10,nissan_qashqai,J10,2007,2013.0,2010.0,Nissan C Platform,
nissan_qashqai_j11,nissan_qashqai,J11,2013,2021.0,2017.0,Nissan CMF-C/D Platform,
nissan_qashqai_j12,nissan_qashqai,J12,2021,2025.0,,CMF-C Platform,
nissan_x-trail_t30,nissan_x-trail,T30,2000,2007.0,2003.0,Nissan FF-S platform,
nissan_x-trail_t31,nissan_x-trail,T31,2007,2013.0,2010.0,Nissan C Platform (C-Platform),
nissan_x-trail_t32,nissan_x-trail,T32,2013,2021.0,2017.0,Nissan Common Module Family (CMF-C/D),
nissan_x-trail_t33,nissan_x-trail,T33,2021,2025.0,,Nissan Common Module Family (CMF-C/D),
nissan_murano_z50,nissan_murano,Z50,2002,2007.0,2005.0,Nissan D platform,
nissan_murano_z51,nissan_murano,Z51,2007,2014.0,2010.0,Nissan D platform,
nissan_murano_z52,nissan_murano,Z52,2014,2025.0,2018.0,Nissan D platform,
nissan_pathfinder_r50,nissan_pathfinder,R50,1995,2004.0,1999.0,WD21/R50,
nissan_pathfinder_r51,nissan_pathfinder,R51,2004,2012.0,2007.0,D40,
nissan_pathfinder_r52,nissan_pathfinder,R52,2012,2020.0,2017.0,D40/R52,
nissan_pathfinder_r53,nissan_pathfinder,R53,2021,2025.0,,D40/R53,
nissan_navara_d22,nissan_navara,D22,1997,2004.0,,D22,
nissan_navara_d40,nissan_navara,D40,2004,2015.0,2008.0,D40,
nissan_navara_d23_np300,nissan_navara,D23 (NP300),2014,2021.0,,D23,
nissan_navara_d23_facelift,nissan_navara,D23 Facelift,2021,2025.0,2021.0,D23,
nissan_note_e11,nissan_note,E11,2004,2012.0,2008.0,Nissan B Platform,
nissan_note_e12,nissan_note,E12,2012,2020.0,2016.0,Nissan V Platform,
nissan_note_e13,nissan_note,E13,2020,2025.0,,CMF-B,
nissan_leaf_ze0,nissan_leaf,ZE0,2010,2017.0,2013.0,Nissan EV Platform,
nissan_leaf_aze0,nissan_leaf,AZE0,2013,2017.0,,Nissan EV Platform,
nissan_leaf_ze1,nissan_leaf,ZE1,2017,2025.0,,Nissan EV Platform 2.0,
nissan_pixo_g10,nissan_pixo,Generation 1,2009,2013.0,,Suzuki Alto (GF),
nissan_tiida_c11,nissan_tiida,C11,2004,2013.0,2007.0,Nissan B Platform,
nissan_tiida_c12,nissan_tiida,C12,2012,2019.0,2016.0,Nissan V Platform,
nissan_tiida_c13,nissan_tiida,C13 (Latio/Versa Sedan),2018,2025.0,2022.0,Nissan V Platform,
nissan_tiida_latio_sc11,nissan_tiida,Latio (SC11),2004,2012.0,,Nissan B Platform,
nissan_versa_2004_2013,nissan_versa,Versa (C11),2004,2013.0,2010.0,Nissan B Platform,
nissan_versa_2011_2019,nissan_versa,Versa Sedan (N17),2011,2019.0,2015.0,Nissan V Platform,
nissan_versa_2019_present,nissan_versa,Versa (N18),2019,2025.0,,Nissan V Platform,
nissan_cube_z10,nissan_cube,Z10,1998,2002.0,,Nissan Micra (K11),
nissan_cube_z11,nissan_cube,Z11,2002,2008.0,2005.0,Nissan Micra (K12),
nissan_cube_z12,nissan_cube,Z12,2008,2019.0,2011.0,Nissan B Platform (B0),
nissan_pulsar_n16,nissan_pulsar,N16,2000,2005.0,2003.0,Nissan FF-S platform,
nissan_pulsar_c13,nissan_pulsar,C13 (Australia/New Zealand),2013,2018.0,2016.0,Nissan V platform,
nissan_pulsar_b17,nissan_pulsar,B17 (China/Taiwan),2012,2019.0,,Nissan V platform,
nissan_pulsar_c12,nissan_pulsar,C12 (Australia/New Zealand),2013,2018.0,2016.0,Nissan V platform,
nissan_pulsar_g11,nissan_pulsar,G11 (Sylphy/Sentra equivalent in some markets),2005,2012.0,2009.0,Nissan B platform,
nissan_sentra_b15,nissan_sentra,B15,2000,2006.0,2004.0,Nissan FF-S platform,
nissan_sentra_n16,nissan_sentra,N16 (Sunny/Almera/Sentra),2000,2006.0,2003.0,Nissan FF-S platform,
nissan_sentra_b16,nissan_sentra,B16,2007,2012.0,,Nissan B platform,
nissan_sentra_b17,nissan_sentra,B17,2013,2019.0,2016.0,Nissan V platform,
nissan_sentra_b18,nissan_sentra,B18,2020,2025.0,,Nissan Sylphy/Sentra Platform,
nissan_versa_note_e11,nissan_versa_note,E11,2004,2013.0,2008.0,Nissan B platform,
nissan_versa_note_e12,nissan_versa_note,E12,2012,2020.0,2016.0,Nissan V platform,
nissan_versa_note_be13,nissan_versa_note,BE13 (Japan/China Market),2020,2025.0,,CMF-B platform,
nissan_kicks_p15,nissan_kicks,P15,2016,2020.0,,V-Platform,
nissan_kicks_p15_facelift,nissan_kicks,P15 (Facelift),2020,2024.0,2020.0,V-Platform,
nissan_kicks_s50,nissan_kicks,S50 (China Only),2018,2023.0,,V-Platform,
nissan_kicks_c13_e,nissan_kicks,C13 (e-Power),2020,2024.0,,V-Platform,
nissan_kicks_p16,nissan_kicks,P16 (Second Generation),2024,2025.0,,CMF-B,
nissan_ariya_b90,nissan_ariya,B90,2021,2025.0,,CMF-EV,
mazda_2_dy,mazda_2,DY,2002,2007.0,2005.0,Mazda B platform,
mazda_2_de,mazda_2,DE,2007,2014.0,2010.0,Mazda DE platform,
mazda_2_dj,mazda_2,DJ/DL,2014,2021.0,2019.0,Mazda Skyactiv Platform (DJ),
mazda_2_dj_facelift,mazda_2,DJ/DL (Facelift),2019,2024.0,,Mazda Skyactiv Platform (DJ),
mazda_2_dl,mazda_2,DL (Hybrid),2016,2021.0,,Mazda Skyactiv Platform (DJ),
mazda_2_db,mazda_2,DB,2024,2025.0,,Mazda Skyactiv Platform (DB),
mazda_3_bk,mazda_3,BK,2003,2009.0,2006.0,Mazda E-platform,
mazda_3_bl,mazda_3,BL,2008,2013.0,2011.0,Mazda C-platform,
mazda_3_bm_bn,mazda_3,BM/BN,2013,2019.0,2016.0,Mazda Skyactiv-Chassis (K0),
mazda_3_bp,mazda_3,BP,2018,2025.0,,Mazda Skyactiv-Chassis (K0/K1),
mazda_5_2000_2005,mazda_5,Mazda Premacy (First Generation),2000,2005.0,2002.0,CP Platform,
mazda_5_2005_2010,mazda_5,Mazda5 (Second Generation),2005,2010.0,2008.0,CR Platform,
mazda_5_2010_2018,mazda_5,Mazda5 (Third Generation),2010,2018.0,2013.0,CW Platform,
mazda_6_gg,mazda_6,GG,2002,2008.0,2005.0,Mazda GF platform,
mazda_6_gy,mazda_6,GY,2005,2008.0,,Mazda GF platform,
mazda_6_gh,mazda_6,GH,2007,2012.0,2010.0,Mazda GH platform,
mazda_6_gj,mazda_6,GJ/GL,2012,2024.0,2016.0,Mazda Skyactiv platform,
mazda_cx3_dk,mazda_cx3,DK,2015,2021.0,2018.0,Mazda CX-3 Platform,
mazda_cx30_dm,mazda_cx30,DM,2019,2025.0,,Mazda Skyactiv-Vehicle Architecture,
mazda_cx5_ke,mazda_cx5,KE,2012,2017.0,2015.0,Skyactiv-Chassis,
mazda_cx5_kf,mazda_cx5,KF,2017,2024.0,2021.0,Skyactiv-Chassis,
mazda_cx5_kf_facelift,mazda_cx5,KF (Facelift),2021,2024.0,2021.0,Skyactiv-Chassis,
mazda_cx60_gen1,mazda_cx60,First Generation,2022,2025.0,,Mazda Large Platform (RWD-based),
mazda_cx7_er,mazda_cx7,First Generation,2006,2012.0,2010.0,Ford CD3 Platform,
mazda_mx5_nb,mazda_mx5,NB,1998,2005.0,2000.0,Mazda,
mazda_mx5_nc,mazda_mx5,NC,2005,2015.0,2008.0,Mazda,
mazda_mx5_nd,mazda_mx5,ND,2015,2025.0,2018.0,Mazda,
mazda_premacy_cp_series,mazda_premacy,CP series,1999,2005.0,2002.0,Mazda Premacy (CP),
mazda_premacy_cr_series,mazda_premacy,CR series,2005,2010.0,2008.0,Mazda Premacy (CR),
mazda_premacy_cw_series,mazda_premacy,CW series (Mazda5),2010,2015.0,2013.0,Mazda Premacy (CW),
mazda_premacy_dj_series,mazda_premacy,DJ series (Mazda3/Axela Wagon),2013,2019.0,2016.0,Mazda Skyactiv-Chassis (BM/BN),
mazda_premacy_bp_series,mazda_premacy,BP series (Mazda3/Axela Wagon),2018,2024.0,2021.0,Mazda Skyactiv-Chassis (BP),
mazda_rx8_gen1,mazda_rx8,First Generation,2003,2012.0,2008.0,SE3P,
mazda_tribute_2001,mazda_tribute,First Generation,2000,2006.0,2004.0,Ford CD2 platform,
mazda_tribute_2008,mazda_tribute,Second Generation,2007,2011.0,,Ford CD2 platform,
peugeot_107_p1,peugeot_107,First Generation,2005,2014.0,2009.0,Toyota Aygo (AB10) / Citroën C1 (PM/PP),
peugeot_108_b01,peugeot_108,First Generation,2014,2021.0,,Toyota New Global Architecture (TNGA) A platform (shared with Citroën C1 II and Toyota Aygo II),
peugeot_206_t1,peugeot_206,T1,1998,2009.0,2002.0,PSA PF1,
peugeot_206_plus,peugeot_206,206+,2009,2017.0,,PSA PF1,
peugeot_206_sedan,peugeot_206,206 Sedan (China/Iran),2006,2025.0,2010.0,PSA PF1,
peugeot_207_i,peugeot_207,Peugeot 207 (First Generation),2006,2014.0,2009.0,PSA PF1,
peugeot_208_p1,peugeot_208,208 I (Phase 1),2012,2015.0,,PSA PF1,
peugeot_208_p2,peugeot_208,208 I (Phase 2),2015,2019.0,2015.0,PSA PF1,
peugeot_208_p3,peugeot_208,208 II,2019,2025.0,,PSA CMP/eCMP,
peugeot_3008_i,peugeot_3008,T84,2008,2016.0,2013.0,PSA PF2,
peugeot_3008_ii,peugeot_3008,P84,2016,2023.0,2020.0,PSA EMP2,
peugeot_3008_iii,peugeot_3008,M801,2023,2025.0,,STLA Medium,
peugeot_301_b1,peugeot_301,B1,2012,2016.0,,PSA PF2,
peugeot_301_b1_facelift_1,peugeot_301,B1 Facelift 1,2016,2023.0,2016.0,PSA PF2,
peugeot_301_b1_facelift_2,peugeot_301,B1 Facelift 2,2023,2025.0,2023.0,PSA PF2,
peugeot_307_gen1,peugeot_307,307,2001,2005.0,2005.0,T5,
peugeot_307_gen2,peugeot_307,307 Phase 2,2005,2008.0,,T5,
peugeot_308_t7,peugeot_308,308 I (T7),2007,2013.0,2011.0,PSA PF2,
peugeot_308_t9,peugeot_308,308 II (T9),2013,2021.0,2017.0,PSA EMP2,
peugeot_308_p5,peugeot_308,308 III (P5),2021,2025.0,,PSA EMP2 Evo,
peugeot_4007_2007,peugeot_4007,First Generation,2007,2012.0,2010.0,Mitsubishi Outlander (CW0W),
peugeot_4008_first_gen,peugeot_4008,First Generation,2012,2017.0,2015.0,Mitsubishi GS Platform,
peugeot_4008_second_gen,peugeot_4008,Second Generation (China Only),2017,2022.0,2020.0,PSA EMP2 Platform,
peugeot_4008_third_gen,peugeot_4008,Third Generation (China Only),2022,2025.0,,CMP Platform,
peugeot_406_gen1,peugeot_406,First Generation,1995,2004.0,1999.0,PSA XU/EW/DW,
peugeot_407_gen1,peugeot_407,First Generation,2004,2010.0,2008.0,PSA PF3,
peugeot_5008_t87,peugeot_5008,T87,2009,2016.0,2013.0,PSA PF2,
peugeot_5008_p87,peugeot_5008,P87,2017,2024.0,2020.0,PSA EMP2,
peugeot_5008_p88,peugeot_5008,P88,2024,2025.0,,STLA Medium,
peugeot_508_i,peugeot_508,Peugeot 508 I,2010,2018.0,2014.0,PSA PF3,
peugeot_508_ii,peugeot_508,Peugeot 508 II,2018,2025.0,2023.0,PSA EMP2,
peugeot_607_gen1,peugeot_607,First Generation,2000,2010.0,2004.0,,
peugeot_807_gen1,peugeot_807,First Generation,2002,2012.0,2008.0,Eurovan (Sevel Nord),
peugeot_bipper_2007,peugeot_bipper,Peugeot Bipper,2007,2017.0,,Sevel North (FCA/PSA joint venture),
peugeot_expert_gen1,peugeot_expert,Type 223,1995,2007.0,2004.0,PSA Platform 2,
peugeot_expert_gen2,peugeot_expert,Type 224,2007,2016.0,2013.0,PSA Platform 3,
peugeot_expert_gen3,peugeot_expert,K0,2016,2024.0,2023.0,PSA EMP2,
peugeot_expert_gen4,peugeot_expert,K1,2024,2025.0,,Stellantis STLA-M,
peugeot_iOn_2010,peugeot_iOn,Peugeot iOn,2010,2021.0,,Mitsubishi i-MiEV platform,
peugeot_partner_m49,peugeot_partner,M49,1996,2009.0,2002.0,PSA Platform A,
peugeot_partner_b9,peugeot_partner,B9 (Partner Tepee),2008,2018.0,2012.0,PSA Platform B (EMP2 predecessor),
peugeot_partner_k9,peugeot_partner,K9 (Partner/Rifter),2018,2025.0,,PSA EMP2,
peugeot_rifter_gen1,peugeot_rifter,Rifter (First Generation),2018,2025.0,,PSA EMP2,
peugeot_traveller_2016_present,peugeot_traveller,V-Space/EMP2,2016,2025.0,2023.0,EMP2,
volvo_s40_2000_p1,volvo_s40_2000,S40 (Phase 1),2000,2004.0,2003.0,Volvo P1 Platform (Derived from Mitsubishi Carisma platform),
volvo_s40_2004_p1,volvo_s40_2004,S40 (Phase 2),2004,2012.0,2008.0,Volvo P1 Platform,
volvo_v40_1995_code,volvo_v40_1995,Phase 1 (Mk1),1995,2004.0,2000.0,Volvo S40/V40 Platform (D20),
volvo_v40_2012_code,volvo_v40_2012,Phase 2 (Mk2),2012,2019.0,2016.0,Volvo Compact Modular Architecture (CMA) / Ford C1 Platform (Initial),
volvo_s60_p24_2000,volvo_s60_2000,S60 (P24),2000,2009.0,2004.0,P2 Platform,
volvo_s60_p3_2010,volvo_s60_2010,S60 (P3),2010,2018.0,2013.0,P3 Platform,
volvo_s60_p5_2019,volvo_s60_2019,S60 (SPA),2018,2025.0,,SPA Platform,
volvo_v70_p2_2000,volvo_v70_p2,Second Generation (P2 Platform),2000,2007.0,2004.0,P2,
volvo_v70_p24_2007,volvo_v70_p24,Third Generation (P24 Platform),2007,2016.0,2013.0,P24,
volvo_s80_1998_code,volvo_s80_1998,P2 Platform,1998,2006.0,2003.0,P2,
volvo_s80_2006_code,volvo_s80_2006,Y20 Platform,2006,2016.0,2013.0,Y20,
volvo_xc70_2000_p2,volvo_xc70_2000,First Generation (P2 Platform),2000,2007.0,2004.0,P2,
volvo_xc70_2007_p24,volvo_xc70_2007,Second Generation (P24 Platform),2007,2016.0,2013.0,P24,
volvo_xc90_2002_code,volvo_xc90_2002,First Generation (P2 Platform),2002,2014.0,2007.0,P2,
volvo_xc90_2015_code,volvo_xc90_2015,Second Generation (SPA Platform),2015,2022.0,2019.0,SPA,
volvo_xc90_2023_code,volvo_xc90_2023,Third Generation (SPA2 Platform),2023,2025.0,,SPA2,
volvo_v50_2004_code,volvo_v50_2004,First Generation,2004,2012.0,2008.0,Ford C1 platform,
volvo_s60_2000_code,volvo_s60_2000,P24,2000,2009.0,2004.0,P2 Platform,
volvo_s60_2010_code,volvo_s60_2010,Y20,2010,2018.0,2014.0,P3 Platform,
volvo_s60_2019_code,volvo_s60_2019,SPA P321/P322,2018,2025.0,,SPA Platform,
volvo_c30_2006_code,volvo_c30_2006,First Generation,2006,2013.0,2010.0,Volvo P1 platform,
volvo_c70_1997_code,volvo_c70_1997,C70 (Phase 1),1997,2005.0,2002.0,Volvo P80,
volvo_c70_2006_code,volvo_c70_2006,C70 (Phase 2),2006,2013.0,,Volvo P1,
volvo_xc60_2008_p1,volvo_xc60_2008,First Generation (P3 Platform),2008,2017.0,2013.0,P3,
volvo_xc60_2017_spa,volvo_xc60_2017,Second Generation (SPA Platform),2017,2025.0,2021.0,SPA,
volvo_v60_2010_code,volvo_v60_2010,Volvo V60 (First Generation),2010,2018.0,2013.0,P3,
volvo_v60_2018_code,volvo_v60_2018,Volvo V60 (Second Generation),2018,2025.0,2022.0,SPA,
volvo_s60_2014_cross_country_code,volvo_s60_2014_cross_country,P24/Y20,2014,2018.0,,P24,
volvo_v60_2015_cross_country_p245,volvo_v60_2015_cross_country,V60 Cross Country (First Generation),2014,2018.0,2016.0,SPA,
volvo_v60_2019_cross_country_p245,volvo_v60_2019_cross_country,V60 Cross Country (Second Generation),2018,2025.0,2022.0,SPA,
volvo_s90_1997_code,volvo_s90_1997,S90/V90 (Classic),1997,1998.0,,Volvo P960 platform,
volvo_s90_2016_code,volvo_s90_2016,S90 (SPA),2016,2021.0,2020.0,SPA (Scalable Product Architecture),
volvo_s90_2022_code,volvo_s90_2022,S90 (SPA - Post-facelift/Updated),2022,2025.0,,SPA (Scalable Product Architecture),
volvo_v90_2016_code,volvo_v90_2016,Volvo V90 (Second Generation),2016,2025.0,2020.0,SPA,
volvo_xc40_2017_code,volvo_xc40_2017,XC40 (P59),2017,2024.0,2022.0,CMA,
volvo_xc40_2024_code,volvo_xc40_2024,XC40 (SPA2),2024,2025.0,,SPA2,
volvo_v90_cross_country_2017_code,volvo_v90_cross_country_2017,SPA (Scalable Product Architecture),2016,2024.0,2020.0,SPA,
volvo_v90_cross_country_2025_code,volvo_v90_cross_country_2025,SPA (Scalable Product Architecture),2024,2025.0,,SPA,
volvo_c40_2022_code,volvo_c40_2022,CMA (Compact Modular Architecture),2022,2025.0,,CMA,
volvo_ex30_2023_gen1,volvo_ex30_2023,First Generation,2023,2025.0,,SEA (Sustainable Experience Architecture),
volvo_em90_2024_code,volvo_em90_2024,EM90,2023,,,SEA (Sustainable Experience Architecture),
jaguar_s_type_x200,jaguar_s_type,X200,1999,2007.0,2004.0,DEW98,
jaguar_x_type_gen1,jaguar_x_type,First Generation,2001,2009.0,2008.0,Ford CD132,
jaguar_xjs_1975_1996,jaguar_xjs,First Generation (Pre-Facelift),1975,1991.0,,XJS,
jaguar_xjs_1991_1996,jaguar_xjs,Second Generation (Facelift/Revised),1991,1996.0,1991.0,XJS,
jaguar_x_type_estate_x400,jaguar_x_type_estate,X400,2004,2009.0,2007.0,Ford CD132 platform,
